zodiac,question,card1,card2,card3,reading
Leo,Is entrepreneurship right for me?,Four of Swords,Three of Cups,Five of Wands,"Leo, the cards suggest you need rest before tackling something new like this (Four of Swords).  Collaborating with others could bring joy and success (Three of Cups).  Expect some competition, but don't let it drain you (Five of Wands).  Recharge, connect, and then strategize."
Scorpio,Is my leadership being acknowledged?,Queen of Wands,The Fool,The High Priestess,"Reading:  Scorpio, the Queen of Wands shows your natural leadership.  The Fool and High Priestess suggest you're starting fresh and trusting your intuition.  Some may not see your full potential yet. Trust your instincts and your leadership will shine through."
Gemini,How can I achieve work-life balance?,Six of Pentacles,Nine of Pentacles,Two of Wands,"Gemini, your cards suggest giving and receiving support at work, enjoying your well-earned downtime, and thinking strategically about your next steps.  You’re capable of both financial security and personal fulfillment. Prioritize what truly matters for long-term satisfaction."
Leo,What skills should I develop to advance?,Three of Swords,The Star,Ace of Swords,"Leo, the Three of Swords suggests letting go of outdated ideas. The Star and Ace of Swords point towards embracing new, clear thinking and innovative communication.  Focus on developing intellectual skills and confident self-expression to move forward."
Pisces,What guidance do the cards offer for my professional growth?,Page of Wands,Nine of Pentacles,Three of Swords,"Reading:  Pisces, the Page of Wands sparks new ideas, while the Nine of Pentacles suggests focusing on building valuable skills.  The Three of Swords hints at releasing old ways that no longer serve you.  Embrace fresh inspiration and practical development to move forward."
Scorpio,Should I change my career path?,Six of Swords,The Tower,Page of Wands,"Reading:  The Six of Swords suggests moving on from your current situation. The Tower indicates a necessary change, even if it feels sudden. The Page of Wands brings creative new energy to a new beginning.  Think about what truly excites you and explore those options."
Gemini,What guidance do the cards offer for my professional growth?,Five of Wands,Three of Pentacles,The Sun,"Reading:  Gemini, the Five of Wands suggests some workplace competition, but the Three of Pentacles shows your teamwork skills will shine.  The Sun indicates a positive outcome and recognition for your efforts.  Focus on collaboration for career advancement."
Taurus,How do my coworkers truly see me?,Seven of Swords,King of Wands,Queen of Pentacles,Reading:  Your coworkers see you as resourceful (Queen of Pentacles) but perhaps a little sneaky (Seven of Swords).  They also acknowledge your leadership qualities (King of Wands). Be upfront about your intentions to avoid misunderstandings.
Scorpio,How can I align my career with my passions?,King of Cups,The Moon,The Chariot,"Reading:  Scorpio, the King of Cups suggests leading with emotional intelligence. The Moon reveals hidden talents; explore your intuition. The Chariot signals focused drive will bring success. Trust your gut and pursue your passions strategically."
Aries,How can I deal with toxic workplace energy?,The Empress,Four of Wands,Seven of Cups,Reading:  The Empress suggests you nurture your own well-being first. The Four of Wands indicates establishing healthy boundaries at work. The Seven of Cups shows you may need to carefully consider your options. Prioritize self-care and set clear limits.
Aquarius,How do I break free from career stagnation?,Nine of Cups,Justice,Five of Cups,"Aquarius, the Nine of Cups suggests you already have much to be grateful for in your career. Justice highlights the need for objective evaluation and fair action.  The Five of Cups shows you're focusing on past disappointments.  Focus on your current blessings and make clear-headed choices."
Cancer,How do my coworkers truly see me?,Nine of Pentacles,The Empress,The Hierophant,"Reading:  Cancer, your coworkers see you as independent and successful (Nine of Pentacles). You appear nurturing and creative (The Empress), but also conventional and a good team player (The Hierophant).  Keep up the good work!"
Libra,Am I working in the right environment?,Five of Wands,King of Wands,Four of Swords,"Libra, the Five and King of Wands show lots of competition and a driven leader in your workplace.  The Four of Swords suggests you need a break to assess the situation. Step back and decide if this environment truly serves you."
Sagittarius,Should I take the job offer I received?,Two of Pentacles,The Tower,The World,"Sagittarius, juggling current responsibilities with this new role (Two of Pentacles) will bring unexpected change (The Tower), ultimately leading to fulfillment (The World).  This job offers a big shift, but you'll handle it and find success.  Go for it!"
Capricorn,Is a career change the right decision now?,The Empress,Page of Swords,Eight of Pentacles,"Capricorn, The Empress suggests you have the power to create the career you desire. The Page of Swords and Eight of Pentacles show it takes planning and dedication.  Think carefully and prepare before making any leaps."
Virgo,Am I on the right path professionally?,Justice,Five of Swords,Three of Cups,"Virgo, Justice suggests you're seeking balance and fairness in your career.  The Five of Swords hints at some conflict or competition, but the Three of Cups shows celebration and teamwork are also present.  Focus on collaboration to navigate challenges and find success."
Virgo,What hidden talents can I apply to my profession?,Three of Pentacles,The Hanged Man,Nine of Pentacles,"Virgo, your teamwork (Three of Pentacles) and unique perspective (The Hanged Man) will lead to valuable accomplishments (Nine of Pentacles). You can leverage your sharp eye for detail and planning abilities in collaborative projects. Consider taking on a mentorship role or finding opportunities to showcase your analytical skills."
Cancer,Is a career change the right decision now?,The High Priestess,Nine of Wands,Death,"Reading:  The High Priestess suggests trusting your intuition about this change.  Nine of Wands shows you're resilient, but maybe a bit burnt out.  Death signals a major transformation is coming, which could be positive.  Consider what truly makes you happy."
Gemini,What is blocking my career growth?,Four of Cups,Five of Cups,Two of Wands,"Gemini, you're bored and dwelling on past disappointments, closing yourself off to new opportunities (Four of Cups, Five of Cups). You're also hesitant to take a risk and explore new directions (Two of Wands).  Look forward, not back, and embrace the unknown."
Sagittarius,How can I be more confident in my career path?,The Moon,Three of Wands,Page of Wands,"Reading:  The Moon suggests you're unsure about the future, but the Three of Wands shows progress is happening. The Page of Wands encourages exploring new skills and ideas related to your career.  Trust your intuition and be open to learning."
Capricorn,What skills should I develop to advance?,Page of Wands,Two of Pentacles,Ten of Wands,"Capricorn, the Page of Wands sparks your creativity while the Two of Pentacles encourages balance.  The Ten of Wands suggests you're shouldering too much, so delegate tasks. Focus on creative project management and lighten your load to advance."
